trip_id;arrival_time;departure_time;stop_id;stop_sequence;stop_headsign;pickup_type;drop_off_type;timepoint
A1;06:50;06:50;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A2;07:20;07:20;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A3;07:51;07:51;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A4;08:21;08:21;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A5;08:52;08:52;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A6;09:22;09:22;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A7;09:52;09:52;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A8;10:22;10:22;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A9;10:52;10:52;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A10;11:23;11:23;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A11;11:52;11:52;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A12;12:22;12:22;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A13;12:52;12:52;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A14;13:22;13:22;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A15;13:52;13:52;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A16;14:25;14:25;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A17;14:52;14:52;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A18;15:22;15:22;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A19;15:52;15:52;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A20;16:22;16:22;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A21;16:52;16:52;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A22;17:22;17:22;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A23;17:52;17:52;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A24;18:22;18:22;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A25;18:52;18:52;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A26;19:22;19:22;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A27;19:52;19:52;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A28;20:22;20:22;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A29;20:52;20:52;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A30;21:22;21:22;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A31;21:52;21:52;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A32;22:22;22:22;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A33;09:07;09:07;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A34;10:07;10:07;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A35;11:07;11:07;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A36;12:07;12:07;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A37;13:07;13:07;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A38;14:07;14:07;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A39;15:07;15:07;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A40;16:07;16:07;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A41;17:07;17:07;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A42;18:07;18:07;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A43;19:07;19:07;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A44;20:07;20:07;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A45;21:07;21:07;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A46;22:07;22:07;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A47;10:22;10:22;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A48;14:22;14:22;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A49;17:22;17:22;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A50;20:22;20:22;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
A51;22:22;22:22;3;3;La Vega-Arroyo-La Flecha-VA;0;0;0
B1;00:09;00:09;3;4;Buho;0;0;0
B2;01:09;01:09;3;4;Buho;0;0;0
B3;02:09;02:09;3;4;Buho;0;0;0
B4;03:09;03:09;3;4;Buho;0;0;0
B5;00:09;00:09;3;4;Buho;0;0;0
