trip_id;arrival_time;departure_time;stop_id;stop_sequence;stop_headsign;pickup_type;drop_off_type;timepoint
A1;06:57;06:57;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A2;07:27;07:27;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A3;07:57;07:57;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A4;08:27;08:27;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A5;08:58;08:58;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A6;09:28;09:28;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A7;09:58;09:58;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A8;10:28;10:28;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A9;10:58;10:58;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A10;11:33;11:33;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A11;11:58;11:58;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A12;12:28;12:28;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A13;12:58;12:58;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A14;13:28;13:28;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A15;13:58;13:58;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A16;14:35;14:35;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A17;14:58;14:58;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A18;15:28;15:28;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A19;15:58;15:58;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A20;16:28;16:28;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A21;16:58;16:58;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A22;17:28;17:28;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A23;17:58;17:58;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A24;18:28;18:28;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A25;18:58;18:58;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A26;19:28;19:28;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A27;19:58;19:58;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A28;20:27;20:27;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A29;20:57;20:57;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A30;21:27;21:27;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A31;21:57;21:57;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A32;22:27;22:27;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A33;09:12;09:12;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A34;10:12;10:12;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A35;11:12;11:12;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A36;12:12;12:12;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A37;13:12;13:12;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A38;14:12;14:12;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A39;15:12;15:12;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A40;16:12;16:12;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A41;17:12;17:12;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A42;18:12;18:12;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A43;00:00;00:00;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A44;20:12;20:12;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A45;21:12;21:12;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A46;22:12;22:12;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A47;10:28;10:28;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A48;14:28;14:28;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A49;17:28;17:28;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A50;20:28;20:28;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
A51;22:28;22:28;7;7;La Vega-Arroyo-La Flecha-VA;0;0;0
