trip_id;arrival_time;departure_time;stop_id;stop_sequence;stop_headsign;pickup_type;drop_off_type;timepoint
A1;07:29;07:29;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A2;07:57;07:57;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A3;08:26;08:26;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A4;08:56;08:56;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A5;09:26;09:26;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A6;09:57;09:57;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A7;10:27;10:27;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A8;10:57;10:57;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A9;11:27;11:27;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A10;12:01;12:01;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A11;12:28;12:28;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A12;12:57;12:57;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A13;13:28;13:28;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A14;13:58;13:58;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A15;14:28;14:28;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A16;15:08;15:08;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A17;15:28;15:28;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A18;15:58;15:58;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A19;16:27;16:27;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A20;16:57;16:57;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A21;17:28;17:28;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A22;17:58;17:58;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A23;18:28;18:28;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A24;18:58;18:58;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A25;19:28;19:28;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A26;19:58;19:58;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A27;20:28;20:28;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A28;20:57;20:57;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A29;21:25;21:25;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A30;21:56;21:56;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A31;22:25;22:25;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A32;22:55;22:55;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A33;09:40;09:40;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A34;10:40;10:40;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A35;11:40;11:40;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A36;12:40;12:40;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A37;13:40;13:40;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A38;14:40;14:40;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A39;15:40;15:40;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A40;16:40;16:40;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A41;17:40;17:40;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A42;18:40;18:40;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A43;19:40;19:40;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A44;20:40;20:40;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A45;21:40;21:40;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A46;22:40;22:40;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A47;13:55;13:55;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A48;14:56;14:56;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A49;17:56;17:56;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A50;20:56;20:56;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
A51;22:57;22:57;30;31;La Vega-Arroyo-La Flecha-VA;0;0;0
V1I;06:50;06:50;30;1;Universidades;0;0;1
V1V;14:44;14:44;30;6;Universidades;0;0;0
