trip_id;arrival_time;departure_time;stop_id;stop_sequence;stop_headsign;pickup_type;drop_off_type;timepoint
A1;06:58;06:58;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A2;07:28;07:28;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A3;07:58;07:58;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A4;08:28;08:28;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A5;08:59;08:59;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A6;09:29;09:29;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A7;09:59;09:59;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A8;10:29;10:29;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A9;10:59;10:59;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A10;11:34;11:34;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A11;11:59;11:59;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A12;12:29;12:29;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A13;12:59;12:59;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A14;13:29;13:29;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A15;13:59;13:59;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A16;14:37;14:37;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A17;14:59;14:59;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A18;15:29;15:29;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A19;15:59;15:59;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A20;16:29;16:29;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A21;16:59;16:59;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A22;17:29;17:29;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A23;17:59;17:59;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A24;18:29;18:29;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A25;18:59;18:59;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A26;19:29;19:29;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A27;19:59;19:59;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A28;20:28;20:28;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A29;20:58;20:58;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A30;21:28;21:28;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A31;21:58;21:58;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A32;22:28;22:28;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A33;09:13;09:13;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A34;10:13;10:13;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A35;11:13;11:13;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A36;12:13;12:13;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A37;13:13;13:13;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A38;14:13;14:13;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A39;15:13;15:13;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A40;16:13;16:13;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A41;17:13;17:13;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A42;18:13;18:13;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A43;19:13;19:13;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A44;20:13;20:13;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A45;21:13;21:13;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A46;22:13;22:13;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A47;10:29;10:29;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A48;14:29;14:29;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A49;17:29;17:29;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A50;20:29;20:29;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
A51;22:29;22:29;8;8;La Vega-Arroyo-La Flecha-VA;0;0;0
