trip_id;arrival_time;departure_time;stop_id;stop_sequence;stop_headsign;pickup_type;drop_off_type;timepoint
A1;07:00;07:00;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A2;07:30;07:30;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A3;08:00;08:00;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A4;08:30;08:30;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A5;09:01;09:01;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A6;09:31;09:31;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A7;10:01;10:01;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A8;10:31;10:31;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A9;11:01;11:01;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A10;11:36;11:36;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A11;12:01;12:01;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A12;12:31;12:31;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A13;13:01;13:01;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A14;13:31;13:31;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A15;14:01;14:01;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A16;14:39;14:39;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A17;15:01;15:01;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A18;15:31;15:31;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A19;16:01;16:01;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A20;16:31;16:31;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A21;17:01;17:01;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A22;17:31;17:31;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A23;18:01;18:01;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A24;18:31;18:31;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A25;19:01;19:01;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A26;19:31;19:31;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A27;20:01;20:01;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A28;20:30;20:30;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A29;21:00;21:00;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A30;21:30;21:30;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A31;22:00;22:00;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A32;22:30;22:30;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A33;09:15;09:15;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A34;10:15;10:15;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A35;11:15;11:15;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A36;12:15;12:15;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A37;13:15;13:15;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A38;14:15;14:15;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A39;15:15;15:15;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A40;16:15;16:15;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A41;17:15;17:15;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A42;18:15;18:15;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A43;19:15;19:15;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A44;20:15;20:15;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A45;21:15;21:15;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A46;22:15;22:15;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A47;10:31;10:31;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A48;14:31;14:31;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A49;17:31;17:31;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A50;20:31;20:31;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
A51;22:31;22:31;10;10;La Vega-Arroyo-La Flecha-VA;0;0;0
