trip_id;arrival_time;departure_time;stop_id;stop_sequence;stop_headsign;pickup_type;drop_off_type;timepoint
A1;07:46:00;07:46:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A2;08:14:00;08:14:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A3;08:43:00;08:43:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A4;09:13:00;09:13:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A5;09:43:00;09:43:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A6;10:14:00;10:14:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A7;10:44:00;10:44:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A8;11:14:00;11:14:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A9;11:44:00;11:44:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A10;12:18:00;12:18:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A11;12:45:00;12:45:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A12;13:14:00;13:14:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A13;13:45:00;13:45:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A14;14:15:00;14:15:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A15;14:45:00;14:45:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A16;15:26:00;15:26:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A17;15:45:00;15:45:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A18;16:15:00;16:15:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A19;16:44:00;16:44:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A20;17:14:00;17:14:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A21;17:45:00;17:45:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A22;18:15:00;18:15:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A23;18:45:00;18:45:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A24;19:15:00;19:15:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A25;19:45:00;19:45:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A26;20:15:00;20:15:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A27;20:45:00;20:45:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A28;21:14:00;21:14:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A29;21:42:00;21:42:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A30;22:12:00;22:12:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A31;22:42:00;22:42:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A32;23:12:00;23:12:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A33;09:57:00;09:57:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A34;10:57:00;10:57:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A35;11:57:00;11:57:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A36;12:57:00;12:57:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A37;13:57:00;13:57:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A38;14:57:00;14:57:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A39;15:57:00;15:57:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A40;16:57:00;16:57:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A41;17:57:00;17:57:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A42;18:57:00;18:57:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A43;19:57:00;19:57:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A44;20:57:00;20:57:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A45;21:57:00;21:57:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A46;22:57:00;22:57:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A47;14:12:00;14:12:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A48;15:13:00;15:13:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A49;18:13:00;18:13:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A50;21:13:00;21:13:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
A51;23:14:00;23:14:00;38;39;La Vega-Arroyo-La Flecha-VA;1;0;0
R1;07:30:00;07:30:00;38;39;La Flecha-Arroyo-La Vega-VA;1;0;0
R2;08:02:00;08:02:00;38;39;La Flecha-Arroyo-La Vega-VA;1;0;0
R3;08:40:00;08:40:00;38;39;La Flecha-Arroyo-La Vega-VA;1;0;0
R4;09:02:00;09:02:00;38;39;La Flecha-Arroyo-La Vega-VA;1;0;0
R5;00:00:00;00:00:00;38;39;La Flecha-Arroyo-La Vega-VA;1;0;0
R6;10:02:00;10:02:00;38;39;La Flecha-Arroyo-La Vega-VA;1;0;0
R7;10:36:00;10:36:00;38;39;La Flecha-Arroyo-La Vega-VA;1;0;0
R8;11:02:00;11:02:00;38;39;La Flecha-Arroyo-La Vega-VA;1;0;0
R9;11:36:00;11:36:00;38;39;La Flecha-Arroyo-La Vega-VA;1;0;0
R10;12:02:00;12:02:00;38;39;La Flecha-Arroyo-La Vega-VA;1;0;0
R11;12:36:00;12:36:00;38;39;La Flecha-Arroyo-La Vega-VA;1;0;0
R12;13:02:00;13:02:00;38;39;La Flecha-Arroyo-La Vega-VA;1;0;0
R13;13:36:00;13:36:00;38;39;La Flecha-Arroyo-La Vega-VA;1;0;0
R14;14:02:00;14:02:00;38;39;La Flecha-Arroyo-La Vega-VA;1;0;0
