trip_id;arrival_time;departure_time;stop_id;stop_sequence;stop_headsign;pickup_type;drop_off_type;timepoint
B1;00:45:00;00:45:00;61;36;Buho;0;0;0
B2;01:45:00;01:45:00;61;36;Buho;0;0;0
B3;02:41:00;02:41:00;61;36;Buho;0;0;0
B4;03:41:00;03:41:00;61;36;Buho;0;0;0
B5;00:45:00;00:45:00;61;36;Buho;0;0;0
B6;01:45:00;01:45:00;61;36;Buho;0;0;0
B7;02:41:00;02:41:00;61;36;Buho;0;0;0
B8;03:41:00;03:41:00;61;36;Buho;0;0;0
B9;05:11:00;05:11:00;61;36;Buho;0;0;0
R1;07:20:00;07:20:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R2;07:50:00;07:50:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R3;08:24:00;08:24:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R4;08:50:00;08:50:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R5;09:24:00;09:24:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R6;09:50:00;09:50:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R7;10:24:00;10:24:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R8;10:50:00;10:50:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R9;11:24:00;11:24:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R10;11:50:00;11:50:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R11;12:24:00;12:24:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R12;12:50:00;12:50:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R13;13:24:00;13:24:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R14;13:50:00;13:50:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R15;00:00:00;00:00:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R16;15:00:00;15:00:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R17;15:24:00;15:24:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R18;15:51:00;15:51:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R19;16:24:00;16:24:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R20;16:50:00;16:50:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R21;17:20:00;17:20:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R22;17:52:00;17:52:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R23;18:20:00;18:20:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R24;18:51:00;18:51:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R25;19:20:00;19:20:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R26;19:51:00;19:51:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R27;20:20:00;20:20:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R28;20:51:00;20:51:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R29;21:19:00;21:19:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R30;21:47:00;21:47:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R31;22:16:00;22:16:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R32;22:47:00;22:47:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R33;23:17:00;23:17:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R34;09:17:00;09:17:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R35;10:17:00;10:17:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R36;11:17:00;11:17:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R37;12:17:00;12:17:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R38;13:17:00;13:17:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R39;14:17:00;14:17:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R40;15:17:00;15:17:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R41;16:17:00;16:17:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R42;17:17:00;17:17:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R43;18:17:00;18:17:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R44;19:17:00;19:17:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R45;20:17:00;20:17:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R46;21:17:00;21:17:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R47;22:17:00;22:17:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R48;23:17:00;23:17:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R49;10:05:00;10:05:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R50;13:05:00;13:05:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R51;17:05:00;17:05:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R52;20:05:00;20:05:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
R53;22:05:00;22:05:00;61;35;La Flecha-Arroyo-La Vega-VA;0;0;0
