trip_id;arrival_time;departure_time;stop_id;stop_sequence;stop_headsign;pickup_type;drop_off_type;timepoint
A1;07:44:00;07:44:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A2;08:10:00;08:10:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A3;08:39:00;08:39:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A4;09:09:00;09:09:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A5;09:39:00;09:39:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A6;10:10:00;10:10:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A7;10:40:00;10:40:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A8;11:10:00;11:10:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A9;11:40:00;11:40:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A10;12:14:00;12:14:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A11;12:41:00;12:41:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A12;13:10:00;13:10:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A13;13:41:00;13:41:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A14;14:11:00;14:11:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A15;14:41:00;14:41:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A16;15:23:00;15:23:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A17;15:41:00;15:41:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A18;16:11:00;16:11:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A19;16:40:00;16:40:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A20;17:10:00;17:10:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A21;17:41:00;17:41:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A22;18:11:00;18:11:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A23;18:41:00;18:41:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A24;19:11:00;19:11:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A25;19:41:00;19:41:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A26;20:11:00;20:11:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A27;20:41:00;20:41:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A28;21:10:00;21:10:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A29;21:38:00;21:38:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A30;22:08:00;22:08:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A31;22:38:00;22:38:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A32;23:08:00;23:08:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A33;09:53:00;09:53:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A34;10:53:00;10:53:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A35;11:53:00;11:53:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A36;12:53:00;12:53:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A37;13:53:00;13:53:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A38;14:53:00;14:53:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A39;15:53:00;15:53:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A40;16:53:00;16:53:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A41;17:53:00;17:53:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A42;18:53:00;18:53:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A43;19:53:00;19:53:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A44;20:53:00;20:53:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
A45;21:53:00;21:53:00;37;38;La Vega-Arroyo-La Flecha-VA;1;0;0
